"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1118","동물운송업","02_03_12_P","3980000","398000005020210010","20210907","","01","영업/정상","0000","정상","","","","","031-551-5353","0","","경기도 구리시 인창동 **-**","경기도 구리시 동구릉로***번길 *, *층 (인창동)","11909","독스하트 구리","20220503100729","U","2022-07-02 17:34:28.0","","212140.90821859","457177.860938358","동물운송업","동물운송업","000","0",
"1119","동물운송업","02_03_12_P","3980000","398000005020220007","20220404","","01","영업/정상","0000","정상","","","","","","0","","경기도 구리시 갈매동 *** 갈매*단지 ***동 ****호","경기도 구리시 갈매중앙로 **, ***동 **층 ****호 (갈매동, 갈매*단지)","11902","pet373도5599","20220428180909","I","2022-07-02 17:34:28.0","","209913.316729793","458330.668446128","동물운송업","동물운송업","000","0",
"1120","동물운송업","02_03_12_P","4050000","564000005020220005","20220426","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 풍덕천동 *** *지구동부아파트","경기도 용인시 수지구 수지로 ***, ***동 ****호 (풍덕천동, *지구동부아파트)","16819","pet 45다2594","20220426185110","I","2022-07-02 17:34:28.0","","208154.924675318","425113.741669838","동물운송업","동물운송업","000","0",
"1121","동물운송업","02_03_12_P","4050000","564000005020220006","20220510","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 동천동 ***-* 동천자이아파트","경기도 용인시 수지구 고기로 **, ***동 ****호 (동천동, 동천자이아파트)","16824","pet 48라5851","20220510090650","I","2022-07-02 17:34:28.0","","207875.535548077","427066.784925142","동물운송업","동물운송업","000","0",
"1122","동물운송업","02_03_12_P","4200000","420000005020180010","20180813","","01","영업/정상","0000","정상","","","","","642-2865","0","","강원도 강릉시 옥천동 ***-*","강원도 강릉시 옥가로 ** (옥천동)","25551","퍼피랜드","20220428180829","I","2022-07-02 17:34:28.0","","367274.383777915","474497.533868566","동물운송업","동물운송업","000","0",
"1123","동물운송업","02_03_12_P","4200000","420000005020180023","20181006","","01","영업/정상","0000","정상","","","","","646-2375","0","","강원도 강릉시 구정면 여찬리 ***","강원도 강릉시 구정면 구정중앙로 ***-*","25622","개버랜드","20220428180830","I","2022-07-02 17:34:28.0","","365153.109674068","469627.771475696","동물운송업","동물운송업","000","0",
"1124","동물운송업","02_03_12_P","4200000","420000005020180024","20181015","","01","영업/정상","0000","정상","","","","","","0","","강원도 강릉시 내곡동 ***-*","강원도 강릉시 남부로**번길 ** (내곡동)","25604","멍뭉이","20220428180830","I","2022-07-02 17:34:28.0","","365790.368644615","472750.368108545","동물운송업","동물운송업","000","0",
"1125","동물운송업","02_03_12_P","4200000","420000005020180027","20181017","","01","영업/정상","0000","정상","","","","","6435352","0","","강원도 강릉시 옥천동 ***-*","강원도 강릉시 경강로 **** (옥천동)","25554","하얀강아지","20220428180830","I","2022-07-02 17:34:28.0","","367372.85772861","474424.810168848","동물운송업","동물운송업","000","0",
"1126","동물운송업","02_03_12_P","4200000","420000005020180028","20181023","","01","영업/정상","0000","정상","","","","","","0","","강원도 강릉시 구정면 학산리 ***-*","강원도 강릉시 구정면 오독떼기길 **","25623","개들의왕국","20220428180830","I","2022-07-02 17:34:28.0","","366561.815077909","468617.973078083","동물운송업","동물운송업","000","0",
"1127","동물운송업","02_03_12_P","4200000","420000005020180040","20181213","","01","영업/정상","0000","정상","","","","","647-7000","0","","강원도 강릉시 홍제동 ***-*","강원도 강릉시 사임당로 ***, *층 (홍제동)","25520","댕댕클럽","20220428180831","I","2022-07-02 17:34:28.0","","364298.927352805","474389.630661878","동물운송업","동물운송업","000","0",
"1128","동물운송업","02_03_12_P","4200000","420000005020210009","20210621","","01","영업/정상","0000","정상","","","","","","0","","강원도 강릉시 사천면 노동리 ***","강원도 강릉시 사천면 송암골길 ***","25439","파인독(pine dog)","20220428180834","I","2022-07-02 17:34:28.0","","361340.848565113","478477.641764563","동물운송업","동물운송업","000","0",
"1129","동물운송업","02_03_12_P","4060000","406000005020200041","20200923","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 조리읍 대원리 *** 그린시티동문아파트","경기도 파주시 조리읍 대원로 **, **층 ****호 (그린시티동문아파트)","10943","핑크펫","20220428181009","I","2022-07-02 17:34:28.0","","183697.136580091","469375.082580748","동물운송업","동물운송업","000","0",
"1130","동물운송업","02_03_12_P","4060000","406000005020200059","20201215","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 금촌동 **** 후곡마을주공아파트","경기도 파주시 새꽃로 **, ***동 **층 ****호 (금촌동, 후곡마을주공아파트)","10917","진교성 펫택시","20220428181010","I","2022-07-02 17:34:28.0","","179626.757378572","472074.763787821","동물운송업","동물운송업","000","0",
"1131","동물운송업","02_03_12_P","4060000","406000005020200060","20201215","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 동패동 **** 책향기마을우남퍼스트빌","경기도 파주시 책향기로 ***, ****동 *층 ***호 (동패동, 책향기마을우남퍼스트빌)","10874","멍이요","20220428181011","I","2022-07-02 17:34:28.0","","175227.027850133","468688.105899947","동물운송업","동물운송업","000","0",
"1132","동물운송업","02_03_12_P","4060000","406000005020210028","20210602","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 원흥동 ***-**","경기도 고양시 덕양구 서삼릉*길 **, *층 (원흥동)","10559","반하나캣","20220614113815","U","2022-07-02 17:34:28.0","","189058.674428999","461209.570310819","동물운송업","동물운송업","000","0",
"1133","동물운송업","02_03_12_P","4060000","406000005020210051","20210906","","01","영업/정상","0000","정상","","","","","031-937-8222","0","","경기도 파주시 목동동 ***-*","경기도 파주시 책향기로 ***, 월드타워*차 *층 ***호 (목동동)","10892","개가사는그집","20220428181013","I","2022-07-02 17:34:28.0","","176514.152593411","469512.639828016","동물운송업","동물운송업","000","0",
"1134","동물운송업","02_03_12_P","4060000","406000005020210055","20211005","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 파주읍 파주리 ***-*","경기도 파주시 파주읍 학당말길 **","10835","누구보다 소중하개","20220428181013","I","2022-07-02 17:34:28.0","","184020.848245025","481240.751470777","동물운송업","동물운송업","000","0",
"1135","동물운송업","02_03_12_P","4060000","406000005020210058","20211021","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 목동동 ***-*","경기도 파주시 청암로**번길 **, *층 (목동동)","10892","애지 중지 애견카페","20220428181014","I","2022-07-02 17:34:28.0","","176669.797323482","469655.505581213","동물운송업","동물운송업","000","0",
"1136","동물운송업","02_03_12_P","4060000","406000005020220005","20220126","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 구월동 **-**","인천광역시 남동구 용천로 **, ***호 (구월동)","21548","쁘띠살롱","20220428181014","I","2022-07-02 17:34:28.0","","174682.069911149","439615.145968236","동물운송업","동물운송업","000","0",
"1137","동물운송업","02_03_12_P","4060000","406000005020220015","20220328","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 야당동 ***-* I-하우스","경기도 파주시 송학길 **-**, ***동 ***호 (야당동, I-하우스)","10909","pet41라8791","20220428181015","I","2022-07-02 17:34:28.0","","179214.228621336","466994.811931406","동물운송업","동물운송업","000","0",
"1138","동물운송업","02_03_12_P","4060000","406000005020220022","20220427","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 상지석동 ***-*","경기도 파주시 운정*길 **, *동 ***호 (상지석동)","10910","pet59가9295","20220429170838","I","2022-07-02 17:34:28.0","","180114.123163367","469146.698204272","동물운송업","동물운송업","000","0",
"1139","동물운송업","02_03_12_P","4060000","406000005020220023","20220607","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 야당동 ***-*","경기도 파주시 하우*길 **, ***호 (야당동)","10909","pet59마5906","20220607103652","I","2022-07-02 17:34:28.0","","179470.704818146","468318.36480197","동물운송업","동물운송업","000","0",
"1140","동물운송업","02_03_12_P","4060000","406000005020220024","20220622","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 야당동 **-**","경기도 파주시 운정*길 **-**(야당동)","10909","pet21수6211","20220622144723","I","2022-07-02 17:34:28.0","","179340.372244777","468896.16905561","동물운송업","동물운송업","000","0",
"1141","동물운송업","02_03_12_P","4060000","406000005020220025","20220628","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 상지석동 ***-** 갤러리하우스","경기도 파주시 상지석길 ***, ***동 ***호 (상지석동, 갤러리하우스)","10911","pet33노7871","20220628201235","I","2022-07-02 17:34:28.0","","181602.58407792","469315.137588061","동물운송업","동물운송업","000","0",
"1142","동물운송업","02_03_12_P","3130000","313000005020210012","20210527","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 성산동 *** 성산월드타운대림아파트","서울특별시 마포구 월드컵북로**길 *-**, 성산월드타운대림아파트 ***동 ****호 (성산동, 성산월드타운대림아파트)","03945","멍이요","20220428181056","I","2022-07-02 17:34:28.0","","191824.223833875","451899.333639704","동물운송업","동물운송업","000","0",
"1143","동물운송업","02_03_12_P","3130000","313000005020220006","20220425","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 염리동 ** 마포자이 더 센트리지","서울특별시 마포구 숭문길 **, ***동 ***호 (염리동, 마포자이 더 센트리지)","04127","pet 299두 2951","20220428181056","I","2022-07-02 17:34:28.0","","195382.614939662","449840.436909856","동물운송업","동물운송업","000","0",
"1144","동물운송업","02_03_12_P","3130000","313000005020220007","20220427","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 신수동 ***-* 도시빌라","서울특별시 마포구 독막로**길 **, ***호 (신수동, 도시빌라)","04090","pet 316소 8965","20220428181056","I","2022-07-02 17:34:28.0","","194376.611221234","449179.201745119","동물운송업","동물운송업","000","0",
"1145","동물운송업","02_03_12_P","3130000","313000005020220009","20220518","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 중동 *** 동원월드타운아파트","서울특별시 마포구 성암로*길 **, ***동 ****호 (중동, 동원월드타운아파트)","03944","pet01오5003","20220518115214","I","2022-07-02 17:34:28.0","","191958.19211813","451964.327446908","동물운송업","동물운송업","000","0",
"1146","동물운송업","02_03_12_P","3130000","313000005020220010","20220524","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 상암동 *-*** 반석빌딩","서울특별시 마포구 성암로**길 **, 반석빌딩 (상암동)","03930","슈케트 펫택시","20220524111241","I","2022-07-02 17:34:28.0","","190745.505879174","452817.693006009","동물운송업","동물운송업","000","0",
"1147","동물운송업","02_03_12_P","3130000","313000005020220011","20220617","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 당인동 **-** 현대타운","서울특별시 마포구 독막로**길 **, A동 *층 ***호 (당인동, 현대타운)","04074","pet337루6636","20220617142805","I","2022-07-02 17:34:28.0","","192771.307294227","449255.950346118","동물운송업","동물운송업","000","0",
"1148","동물운송업","02_03_12_P","3130000","313000005020220012","20220627","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 서교동 ***-*","서울특별시 마포구 월드컵로*길 **, ***호 (서교동)","04035","온리펫(멍타냥 택시)","20220627114321","I","2022-07-02 17:34:28.0","","192367.450344947","450114.740706472","동물운송업","동물운송업","000","0",
"1149","동물운송업","02_03_12_P","3130000","313000005020220013","20220628","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 대흥동 **-**","서울특별시 마포구 대흥로**길 **, 지층 (대흥동)","04136","펫드라이브","20220628161825","I","2022-07-02 17:34:28.0","","195003.597794679","449664.882054205","동물운송업","동물운송업","000","0",
"1150","동물운송업","02_03_12_P","3330000","333000005020180013","20180626","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 재송동 **** 센텀삼익아파트 ***동 ***호","부산광역시 해운대구 해운대로**번가길 *, ***동 ***호 (재송동, 센텀삼익아파트)","48051","쪼꼬네 펫콜","20220428181040","I","2022-07-02 17:34:28.0","","393140.687808246","190048.604696982","동물운송업","동물운송업","000","0",
"1151","동물운송업","02_03_12_P","3330000","333000005020190021","20190621","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 송정동 ***-**","부산광역시 해운대구 송정중앙로**번길 *** (송정동)","48070","펫타고","20220428181043","I","2022-07-02 17:34:28.0","","400869.398620548","189919.57319759","동물운송업","동물운송업","000","0",
"1152","동물운송업","02_03_12_P","3330000","333000005020200001","20200219","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 재송동 ***-* 센텀이편한세상아파트 ***동 ***호","부산광역시 해운대구 해운대로**번길 **, ***동 *층 ***호 (재송동, 센텀이편한세상아파트)","48048","tak 타요 개린이","20220428181043","I","2022-07-02 17:34:28.0","","392799.14993192","189781.150493082","동물운송업","동물운송업","000","0",
"1153","동물운송업","02_03_12_P","3330000","333000005020200003","20200225","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 우동 ***-**","부산광역시 해운대구 우동*로**번길 *-* (우동)","48086","해운대 펫택시","20220428181043","I","2022-07-02 17:34:28.0","","396966.381475817","187523.957189765","동물운송업","동물운송업","000","0",
"1154","동물운송업","02_03_12_P","3330000","333000005020210035","20211223","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 중동 **** 해운대 양우내안애팰리스","부산광역시 해운대구 좌동순환로***번길 **, B***~*호 (중동, 해운대 양우내안애팰리스)","48114","러브애견미용","20220428181045","I","2022-07-02 17:34:28.0","","398373.963592261","186944.253697909","동물운송업","동물운송업","000","0",
"1155","동물운송업","02_03_12_P","3380000","338000005020210002","20210209","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 수영구 광안동 ***-**","부산광역시 수영구 광일로**번가길 ** (광안동)","48245","486 펫택시(수영망미점)","20220428181012","I","2022-07-02 17:34:28.0","","391903.974055746","186946.089601136","동물운송업","동물운송업","000","0",
"1156","동물운송업","02_03_12_P","3380000","338000005020210009","20221027","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 수영구 남천동 **-**","부산광역시 수영구 광남로 **, *층 (남천동)","48314","오구오구퍼피 광안점","20221027094541","U","2022-10-29 02:40:00.0","","392351.007197043","185101.214467143","동물운송업","동물운송업","000","0",
"1157","동물운송업","02_03_12_P","3530000","353000005020190030","20190703","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 서창동 *** 태평아파트 ***동 ****호","인천광역시 남동구 장아산로***번길 **, ***동 ****호 (서창동, 태평아파트)","21602","뚱이네 애견택시","20220428181129","I","2022-07-02 17:34:28.0","","177583.27634454","437506.996233249","동물운송업","동물운송업","000","0",
"1158","동물운송업","02_03_12_P","3530000","353000005020190052","20191224","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 만수동 ***-** 은광빌라 나동 ***호","인천광역시 남동구 하촌로**번길 *, 나동 ***호 (만수동, 은광빌라)","21539","예스 애니멀","20220428181130","I","2022-07-02 17:34:28.0","","176241.215","438959.53","동물운송업","동물운송업","000","0",
"1159","동물운송업","02_03_12_P","3530000","353000005020200027","20200903","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 구월동 ****-* 한빛아트빌 A동 ***호","인천광역시 남동구 남동대로***번길 *-**, A동 ***호 (구월동, 한빛아트빌)","21577","댕댕카","20220428181131","I","2022-07-02 17:34:28.0","","174095.917147451","438510.949291546","동물운송업","동물운송업","000","0",
"1160","동물운송업","02_03_12_P","3530000","353000005020200029","20200922","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 만수동 ***-* 백상빌라 ***호","인천광역시 남동구 구월말로 **-*, ***호 (만수동, 백상빌라)","21542","김영찬","20220428181131","I","2022-07-02 17:34:28.0","","175560.625816228","439377.297989902","동물운송업","동물운송업","000","0",
"1161","동물운송업","02_03_12_P","3530000","353000005020210009","20210128","","01","영업/정상","0000","정상","","","","","032-466-3171","0","","인천광역시 남동구 구월동 ***-*** 솔로타운 B**호","인천광역시 남동구 남동대로***번길 **, 솔로타운 B**호 (구월동)","21571","베스트프렌 독","20220428181131","I","2022-07-02 17:34:28.0","","173859.3220622","438589.058930022","동물운송업","동물운송업","000","0",
"1162","동물운송업","02_03_12_P","3530000","353000005020210010","20210203","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 구월동 ****-** 다옴주택 B동 ***호","인천광역시 남동구 석산로 ***, B동 ***호 (구월동, 다옴주택)","21547","탱크","20220428181131","I","2022-07-02 17:34:28.0","","175052.424798815","439863.71667596","동물운송업","동물운송업","000","0",
"1163","동물운송업","02_03_12_P","3530000","353000005020210021","20210514","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 만수동 **** 뉴서울아파트 ***동 ****호","인천광역시 남동구 담방로**번길 **, ***동 ****호 (만수동, 뉴서울아파트)","21596","펫이즈","20220428181132","I","2022-07-02 17:34:28.0","","176501.711905357","437651.418767895","동물운송업","동물운송업","000","0",
"1164","동물운송업","02_03_12_P","3530000","353000005020210026","20210721","","01","영업/정상","0000","정상","","","","","032-462-0312","0","","인천광역시 남동구 논현동 ***-* 인천 논현 힐스테이트 ***동 ****호","인천광역시 남동구 논고개로**번길 **, ***동 ****호 (논현동, 인천 논현 힐스테이트)","21667","가이아의 정원","20220428181132","I","2022-07-02 17:34:28.0","","175880.551294546","433166.586460504","동물운송업","동물운송업","000","0",
"1165","동물운송업","02_03_12_P","3530000","353000005020220014","20220323","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 서창동 *** 더포레스트 ***동 ****호","인천광역시 남동구 서창남순환로 ***, ***동 ****호 (서창동, 더포레스트)","21615","pet41도8231","20220428181132","I","2022-07-02 17:34:28.0","","177218.327077546","436259.949615223","동물운송업","동물운송업","000","0",
"1166","동물운송업","02_03_12_P","3530000","353000005020220018","20220418","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 간석동 **-*** 백양아트빌라 A동 ***호","인천광역시 남동구 간석로**번길 **, A동 ***호 (간석동, 백양아트빌라)","21511","pet69저0974","20220428181133","I","2022-07-02 17:34:28.0","","174949.758621646","440481.013903787","동물운송업","동물운송업","000","0",
"1167","동물운송업","02_03_12_P","3530000","353000005020220022","20220426","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 구월동 ****-* 구월프라움시티 B동 ****호","인천광역시 남동구 예술로***번길 **, 구월프라움시티 B동 ****호 (구월동)","21557","푸른하늘","20220428181133","I","2022-07-02 17:34:28.0","","173619.929809992","439178.978636897","동물운송업","동물운송업","000","0",
"1168","동물운송업","02_03_12_P","3530000","353000005020220023","20220506","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 서창동 *** 인천 서창 꿈에그린 ****동 ****호","인천광역시 남동구 운연천로 **, ****동 ****호 (서창동, 인천 서창 꿈에그린)","21611","pet26무0584","20220506090403","I","2022-07-02 17:34:28.0","","178481.757210177","436480.642501404","동물운송업","동물운송업","000","0",
"1169","동물운송업","02_03_12_P","3540000","354000005020210009","20210312","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 부평구 십정동 ***-* 더샵부평센트럴시티 ***동 ****호","인천광역시 부평구 열우물로 **, ***층 ****호 (십정동, 더샵부평센트럴시티)","21443","펫프렌즈","20220902101049","U","2022-09-04 02:40:00.0","","173203.244129782","441511.67815385","동물운송업","동물운송업","000","0",
"1170","동물운송업","02_03_12_P","3540000","354000005020220015","20220325","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 부평구 산곡동 ***-* 한양아파트 ***동 ***호","인천광역시 부평구 안남로 ***, ***동 ****호 (산곡동, 한양아파트)","21376","pet 65너 0419","20220428181127","I","2022-07-02 17:34:28.0","","174056.237590668","444656.734776721","동물운송업","동물운송업","000","0",
"1171","동물운송업","02_03_12_P","3540000","354000005020220016","20220429","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 부평구 부개동 ***-* 푸른마을삼부한신아파트 ***동 ***호","인천광역시 부평구 부개로 **, ***동 ***호 (부개동, 푸른마을삼부한신아파트)","21347","pet 50거0352","20220429102442","I","2022-07-02 17:34:28.0","","177034.354040237","444475.355924653","동물운송업","동물운송업","000","0",
"1172","동물운송업","02_03_12_P","3720000","372000005020190015","20191128","","01","영업/정상","0000","정상","","","","","","0","","울산광역시 북구 연암동 ***-*","울산광역시 북구 연암**길 ** (연암동)","44245","상희독스 아카데미","20220428181107","I","2022-07-02 17:34:28.0","","414875.607876849","234479.030968026","동물운송업","동물운송업","000","0",
"1173","동물운송업","02_03_12_P","3940000","395000005020210010","20210414","","01","영업/정상","0000","정상","","","","","02-371-2313","0","","경기도 고양시 덕양구 삼송동 *** 힐스테이트 삼송역","경기도 고양시 덕양구 동송로 **, 힐스테이트 삼송역 ***~***호 (삼송동)","10591","독스하트","20220519180223","U","2022-07-02 17:34:28.0","","190815.458049782","461119.342314115","동물운송업","동물운송업","L00","0",
"1174","동물운송업","02_03_12_P","3940000","395000005020210034","20211231","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 성사동 ***-*","경기도 고양시 덕양구 수역이길 **-**(성사동)","10293","경기 켄넬","20220428180913","I","2022-07-02 17:34:28.0","","186982.379835765","462476.157288656","동물운송업","동물운송업","000","0",
"1175","동물운송업","02_03_12_P","3940000","395000005020220012","20220422","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 관산동 ***-* 가온빌리지 B동 ***호","경기도 고양시 덕양구 고골길**번길 **-**, B동 ***호 (관산동, 가온빌리지)","10265","pet41거5040","20220428180913","I","2022-07-02 17:34:28.0","","187661.06167896","467956.63172841","동물운송업","동물운송업","000","0",
"1176","동물운송업","02_03_12_P","3940000","395000005020220015","20220428","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 화전동 ***-* ***동 ***호","경기도 고양시 덕양구 중앙로**번길 ***-*, ***동 ***호 (화전동)","10538","pet08러0606","20220428180913","I","2022-07-02 17:34:28.0","","188852.969328987","455560.197234459","동물운송업","동물운송업","000","0",
"1177","동물운송업","02_03_12_P","3940000","395000005020220016","20220531","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 도내동 **** 도래울센트럴파크(Central Park) ***동 ****호","경기도 고양시 덕양구 도래울*로 **, ***동 ****호 (도내동, 도래울센트럴파크(Central Park))","10551","pet361라2008","20220531094235","I","2022-07-02 17:34:28.0","","188725.503890534","458780.334578969","동물운송업","동물운송업","000","0",
"1178","동물운송업","02_03_12_P","3940000","395000005020220017","20220615","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 고양동 *** 푸른마을*단지아파트 ***동 ****호","경기도 고양시 덕양구 푸른마을로 **, ***동 ****호 (고양동, 푸른마을*단지아파트)","10270","pet37로9564","20220615091218","I","2022-07-02 17:34:28.0","","191722.950665765","467842.991214772","동물운송업","동물운송업","000","0",
"1179","동물운송업","02_03_12_P","3940000","395000005020220019","20220624","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 향동동 *** 디엠씨해링턴플레이스엔에이치에프 ****동 ****호","경기도 고양시 덕양구 향기로 ***, ****동 ****호 (향동동, 디엠씨해링턴플레이스엔에이치에프)","10546","pet156라8714","20220624164140","I","2022-07-02 17:34:28.0","","190636.173028077","455875.294262216","동물운송업","동물운송업","000","0",
"1180","동물운송업","02_03_12_P","4070000","407000005020220001","20220610","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 신둔면 도암리 ***-**","경기도 이천시 신둔면 원적로***번길 **-**, ***동 ***호","17300","pet158나8682","20220621095114","U","2022-07-02 17:34:28.0","","239036.605749746","424336.543010559","동물운송업","동물운송업","000","0",
"1181","동물운송업","02_03_12_P","4080000","408000005020210017","20211202","","01","영업/정상","0000","정상","","","","","","0","","경기도 안성시 공도읍 양기리 ***-*","경기도 안성시 공도읍 서동대로 ****, *층","17558","슬기로운 동물병원","20220428180913","I","2022-07-02 17:34:28.0","","217772.342933868","389702.003749343","동물운송업","동물운송업","000","0",
"1182","동물운송업","02_03_12_P","4090000","409000005020220035","20220421","","01","영업/정상","0000","정상","","","","","031-982-6261","0","","경기도 김포시 운양동 ***","경기도 김포시 김포한강**로***번길 ***-**, 가동 (운양동)","10072","견복궁","20220428180923","I","2022-07-02 17:34:28.0","","171722.383258234","462067.744743772","동물운송업","동물운송업","000","0",
"1183","동물운송업","02_03_12_P","4090000","409000005020220037","20220428","","01","영업/정상","0000","정상","","","","","","0","","경기도 김포시 북변동 *** 풍년마을서광신안아파트","경기도 김포시 김포대로***번길 **, ***동 ****호 (북변동, 풍년마을서광신안아파트)","10097","pet370다8931","20220428180923","I","2022-07-02 17:34:28.0","","174663.321877737","458248.132549704","동물운송업","동물운송업","000","0",
"1184","동물운송업","02_03_12_P","4090000","409000005020220038","20220624","","01","영업/정상","0000","정상","","","","","","0","","경기도 김포시 마산동 ***-** 김포한강엘에이치솔터마을*단지","경기도 김포시 김포한강*로 ***, ***동 ***호 (마산동, 김포한강엘에이치솔터마을*단지)","10067","pet41루9542","20220624145847","I","2022-07-02 17:34:28.0","","167427.131721075","460019.476856556","동물운송업","동물운송업","000","0",
"1185","동물운송업","02_03_12_P","4090000","409000005020220039","20220624","","01","영업/정상","0000","정상","","","","","","0","","경기도 김포시 풍무동 ***-* 삼용아파트","경기도 김포시 풍무로**번길 *, ***동 ****호 (풍무동, 삼용아파트)","10115","pet370노5946","20220624145925","I","2022-07-02 17:34:28.0","","175467.544649428","455750.034823493","동물운송업","동물운송업","000","0",
"1186","동물운송업","02_03_12_P","3160000","316000005020180003","20180413","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 구로구 구로동 **** 현대아파트","서울특별시 구로구 디지털로 *** (구로동, 현대아파트)","08370","런투독(RUN TO DOG)","20220428181038","I","2022-07-02 17:34:28.0","","190750.211657268","442900.198271949","동물운송업","동물운송업","000","0",
"1187","동물운송업","02_03_12_P","3160000","316000005020180044","20181126","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 구로구 온수동 **-** 청구그린빌","서울특별시 구로구 부일로*길 **-**, ***호 (온수동, 청구그린빌)","08261","송대현펫택시","20220428181038","I","2022-07-02 17:34:28.0","","184100.67859993","443402.456798534","동물운송업","동물운송업","000","0",
"1188","동물운송업","02_03_12_P","3160000","316000005020190006","20190128","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 구로구 개봉동 *** 개봉동대상아파트","서울특별시 구로구 개봉로*길 ***, ***동 ****호 (개봉동, 개봉동대상아파트)","08355","제이에스콜밴","20220428181039","I","2022-07-02 17:34:28.0","","186643.877003759","442246.763069115","동물운송업","동물운송업","000","0",
"1189","동물운송업","02_03_12_P","3220000","322000005020180013","20180425","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강남구 대치동 ***-* H 복합빌딩,*층","서울특별시 강남구 역삼로**길 **, H 복합빌딩 *층 (대치동)","06184","캣틀리에","20220428181040","I","2022-07-02 17:34:28.0","","205183.543288084","444766.805138645","동물운송업","동물운송업","000","0",
"1190","동물운송업","02_03_12_P","3440000","344000005020210002","20210203","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 남구 봉덕동 ****-*","대구광역시 남구 고산*길 * (봉덕동)","42503","로이펫택시","20220428181021","I","2022-07-02 17:34:28.0","","344845.567342274","260354.89443333","동물운송업","동물운송업","000","0",
"1191","동물운송업","02_03_12_P","3440000","344000005020210008","20210910","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 남구 대명동 ***-**","대구광역시 남구 안지랑로**길 **-*, *층 ***호 (대명동)","42493","핑크강아지","20220428181021","I","2022-07-02 17:34:28.0","","341799.101497518","260789.110474709","동물운송업","동물운송업","000","0",
