"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"3136","동물위탁관리업","02_03_10_P","3740000","374000004820200035","20200626","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 영통구 영통동 ***-*","경기도 수원시 영통구 덕영대로****번길 **, *(일부)층 (영통동)","16702","뿌직","20220428180938","I","2022-07-02 17:34:28.0","","206528.455","416297.085","동물위탁관리업","동물위탁관리업","000","0",
"3137","동물위탁관리업","02_03_10_P","3740000","374000004820200037","20200701","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 권선구 오목천동 ***-**","경기도 수원시 권선구 삼천병마로 ****, *층 ***호 (오목천동)","16634","#아름답개","20220428180938","I","2022-07-02 17:34:28.0","","196598.80446747","415507.039940775","동물위탁관리업","동물위탁관리업","000","0",
"3138","동물위탁관리업","02_03_10_P","3740000","374000004820200039","20200716","","01","영업/정상","0000","정상","","","","","031-206-7503","0","","경기도 수원시 영통구 망포동 ***-* 효성빌딩","경기도 수원시 영통구 영통로 ***, 효성빌딩 *층 (망포동)","16692","쿨펫 동물병원","20220428180938","I","2022-07-02 17:34:28.0","","204977.015984637","415193.866264221","동물위탁관리업","동물위탁관리업","000","0",
"3139","동물위탁관리업","02_03_10_P","3740000","374000004820200043","20200731","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 영통구 원천동 *** 광교중흥에스클래스 B* **호","경기도 수원시 영통구 광교호수공원로 ***, B*층 **호 (원천동, 광교중흥에스클래스)","16517","쥬쥬퍼피","20220428180938","I","2022-07-02 17:34:28.0","","205026.079641798","420062.878231009","동물위탁관리업","동물위탁관리업","000","0",
"3140","동물위탁관리업","02_03_10_P","3740000","374000004820200047","20200731","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 영통구 하동 ***-* *층 일부","경기도 수원시 영통구 법조로***번길 ***, *층 일부 (하동)","16512","그루메이트 Groomate","20220428180938","I","2022-07-02 17:34:28.0","","206260.865558999","421304.39713781","동물위탁관리업","동물위탁관리업","000","0",
"3141","동물위탁관리업","02_03_10_P","3740000","374000004820200049","20200825","","01","영업/정상","0000","정상","","","","","031-244-3356","0","","경기도 수원시 장안구 조원동 *** 삼성홈플러스 *층","경기도 수원시 장안구 경수대로 ***, 삼성홈플러스 *층 (조원동)","16295","몽스파","20220428180938","I","2022-07-02 17:34:28.0","","200709.882380059","422304.072402192","동물위탁관리업","동물위탁관리업","000","0",
"3142","동물위탁관리업","02_03_10_P","3780000","378000004820190002","20190103","","01","영업/정상","0000","정상","","","","","031-705-2475","0","","경기도 성남시 분당구 서현동 **-*","경기도 성남시 분당구 서현로***번길 *, *층 (서현동)","13572","미래동물의료센터","20220510093833","U","2022-07-02 17:34:28.0","","211414.975241532","431396.057503657","동물위탁관리업","동물위탁관리업","000","0",
"3143","동물위탁관리업","02_03_10_P","3780000","378000004820190004","20190109","","01","영업/정상","0000","정상","","","","","031-713-7975","0","","경기도 성남시 분당구 정자동 ***-* 삼성아데나팰리스아파트","경기도 성남시 분당구 성남대로 ***, *층 ***-*호 (정자동, 삼성아데나팰리스아파트)","13559","더클래스동물메디컬센터","20220428180949","I","2022-07-02 17:34:28.0","","209456.999378587","428761.682082442","동물위탁관리업","동물위탁관리업","000","0",
"3144","동물위탁관리업","02_03_10_P","3780000","378000004820190006","20190118","","01","영업/정상","0000","정상","","","","","","0","","경기도 성남시 분당구 정자동 ***-*","경기도 성남시 분당구 성남대로***번길 *-**, *층 (정자동)","13558","마오네애견카페","20220428180950","I","2022-07-02 17:34:28.0","","209387.005","429186.885","동물위탁관리업","동물위탁관리업","000","0",
"3145","동물위탁관리업","02_03_10_P","3780000","378000004820190011","20190201","","01","영업/정상","0000","정상","","","","","031-781-7582","0","","경기도 성남시 분당구 백현동 ***-* (주)코레드디엔씨 ***호","경기도 성남시 분당구 판교역로**번길 **, (주)코레드디엔씨 *층 ***호 (백현동)","13536","365동판교동물병원","20220428180950","I","2022-07-02 17:34:28.0","","209799.185851789","431493.961131531","동물위탁관리업","동물위탁관리업","000","0",
"3146","동물위탁관리업","02_03_10_P","3780000","378000004820190017","20190227","","01","영업/정상","0000","정상","","","","","031-715-3575","0","","경기도 성남시 분당구 정자동 ***-* 스포라이프 스포츠센타 ***호","경기도 성남시 분당구 내정로 **, 스포라이프 스포츠센타 *층 ***호 (정자동)","13607","분당데이지동물병원","20220428180951","I","2022-07-02 17:34:28.0","","210134.637941368","429264.635322598","동물위탁관리업","동물위탁관리업","000","0",
"3147","동물위탁관리업","02_03_10_P","3780000","378000004820190020","20190304","","01","영업/정상","0000","정상","","","","","","0","","경기도 성남시 수정구 창곡동 ***-*","경기도 성남시 수정구 위례순환로*길 **, 지*층 (창곡동)","13642","뷰티멍","20220428180951","I","2022-07-02 17:34:28.0","","213095.762419287","440775.345984915","동물위탁관리업","동물위탁관리업","000","0",
"3148","동물위탁관리업","02_03_10_P","3780000","378000004820190024","20190304","","01","영업/정상","0000","정상","","","","","","0","","경기도 성남시 분당구 석운동 **-**","경기도 성남시 분당구 석운로***번길 * (석운동)","13545","더독","20220428180951","I","2022-07-02 17:34:28.0","","203963.5114048","430122.966760347","동물위탁관리업","동물위탁관리업","000","0",
"3149","동물위탁관리업","02_03_10_P","3780000","378000004820190026","20190304","","01","영업/정상","0000","정상","","","","","","0","","경기도 성남시 분당구 운중동 ***-*","경기도 성남시 분당구 하오개로 ***, 지하*층, 지상*층 (운중동)","13455","어썸테일즈(주)","20221103085832","U","2022-11-05 02:40:00.0","","204138.655705855","432469.785930308","동물위탁관리업","동물위탁관리업","L00","0",
"3150","동물위탁관리업","02_03_10_P","3780000","378000004820190035","20190314","","01","영업/정상","0000","정상","","","","","031-733-7339","0","","경기도 성남시 중원구 금광동 **** 백암트윈빌 B**호","경기도 성남시 중원구 산성대로***번길 *, B**호 (금광동, 백암트윈빌)","13179","핑크캣독","20220428180952","I","2022-07-02 17:34:28.0","","213933.468596171","438295.748968861","동물위탁관리업","동물위탁관리업","000","0",
"3151","동물위탁관리업","02_03_10_P","3780000","378000004820190043","20190412","","01","영업/정상","0000","정상","","","","","","0","","경기도 성남시 분당구 백현동 ***-*","경기도 성남시 분당구 판교역로**번길 **, *층 (백현동)","13536","파크 블러썸","20221017095603","U","2022-10-19 02:40:00.0","","209827.192981713","431440.800775947","동물위탁관리업","동물위탁관리업","000","0",
"3152","동물위탁관리업","02_03_10_P","3780000","378000004820190047","20190527","","01","영업/정상","0000","정상","","","","","031-752-0075","0","","경기도 성남시 분당구 야탑동 ***-*","경기도 성남시 분당구 양현로 ***, *층 (야탑동)","13501","젠동물병원","20220428180955","I","2022-07-02 17:34:28.0","","211917.280284681","434955.021670213","동물위탁관리업","동물위탁관리업","000","0",
"3153","동물위탁관리업","02_03_10_P","3910000","391000004820200009","20200320","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 신장동 ***-*","경기도 평택시 목천로 **-* (신장동)","17752","아지독","20220428180858","I","2022-07-02 17:34:28.0","","204878.571002208","398383.701461642","동물위탁관리업","동물위탁관리업","000","0",
"3154","동물위탁관리업","02_03_10_P","3910000","391000004820200015","20200609","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 팽성읍 근내리 ***-*","경기도 평택시 팽성읍 안정로 ***-**","17977","험프리스 에이제이 펫텔","20220428180858","I","2022-07-02 17:34:28.0","","204829.208768361","385348.581492701","동물위탁관리업","동물위탁관리업","000","0",
"3155","동물위탁관리업","02_03_10_P","3910000","391000004820200016","20200609","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 독곡동 ***","경기도 평택시 오리곡길 **, ***호 (독곡동)","17719","왓썹독","20220428180858","I","2022-07-02 17:34:28.0","","206359.253624267","398193.656557687","동물위탁관리업","동물위탁관리업","000","0",
"3156","동물위탁관리업","02_03_10_P","3910000","391000004820200024","20200724","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 용이동 ***-*","경기도 평택시 용죽*로 **, ***호 (용이동)","17870","멍스타그램","20220428180859","I","2022-07-02 17:34:28.0","","211134.811914974","387934.665347155","동물위탁관리업","동물위탁관리업","000","0",
"3157","동물위탁관리업","02_03_10_P","3910000","391000004820200031","20200818","","01","영업/정상","0000","정상","","","","","0316848882","0","","경기도 평택시 청북읍 옥길리 ****-*","경기도 평택시 청북읍 안청로*길 **, *층","17805","베테랑 동물병원","20220428180901","I","2022-07-02 17:34:28.0","","192489.990478711","390960.542957268","동물위탁관리업","동물위탁관리업","L00","0",
"3158","동물위탁관리업","02_03_10_P","3910000","391000004820200034","20200909","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 세교동 *","경기도 평택시 세교*길 ** (세교동)","17842","블리스 동물의료센터","20220428180901","I","2022-07-02 17:34:28.0","","207882.762108877","389408.878470791","동물위탁관리업","동물위탁관리업","000","0",
"3159","동물위탁관리업","02_03_10_P","3910000","391000004820200046","20201113","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 비전동 ****-* 트러스트원 빌딩 ***호","경기도 평택시 비전*로 **, 트러스트원 빌딩 ***호 (비전동)","17854","쉐이크 테일","20220428180902","I","2022-07-02 17:34:28.0","","210100.850995913","388775.188375195","동물위탁관리업","동물위탁관리업","000","0",
"3160","동물위탁관리업","02_03_10_P","3910000","391000004820200056","20201222","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 합정동 ***-*","경기도 평택시 평택*로**번길 **, *층 (합정동)","17912","평택 애견미용 살롱 드 쭈","20220428180903","I","2022-07-02 17:34:28.0","","208119.092633449","387690.899337595","동물위탁관리업","동물위탁관리업","000","0",
"3161","동물위탁관리업","02_03_10_P","3910000","391000004820210019","20210423","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 안중읍 안중리 ***-**","경기도 평택시 안중읍 안중로***번길 **, *층","17936","똥강아지 미장원","20220428180904","I","2022-07-02 17:34:28.0","","193544.520457212","387263.184455289","동물위탁관리업","동물위탁관리업","000","0",
"3162","동물위탁관리업","02_03_10_P","3910000","391000004820210022","20210506","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 칠원동 ***","경기도 평택시 신촌*로 **, B동 ***호 (칠원동)","18025","나보다 예쁘개","20220428180905","I","2022-07-02 17:34:28.0","","209187.789606684","391604.819230166","동물위탁관리업","동물위탁관리업","000","0",
"3163","동물위탁관리업","02_03_10_P","3910000","391000004820210026","20210521","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 안중읍 현화리 ***-*","경기도 평택시 안중읍 서동대로 ****","17930","쿤이수염을쫓아 (비마이독)","20220428180905","I","2022-07-02 17:34:28.0","","192210.29395797","387585.185129954","동물위탁관리업","동물위탁관리업","000","0",
"3164","동물위탁관리업","02_03_10_P","3910000","391000004820210033","20210823","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 죽백동 ***-*","경기도 평택시 만세로 ****(죽백동)","17864","야옹아 멍멍해봐 강아지고양이 평택점","20220428180906","I","2022-07-02 17:34:28.0","","209864.201248523","390102.354312312","동물위탁관리업","동물위탁관리업","000","0",
"3165","동물위탁관리업","02_03_10_P","3910000","391000004820210038","20211012","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 장당동 ***-*","경기도 평택시 청원로 ****(장당동)","17784","멍뭉미가 다혜따","20220428180906","I","2022-07-02 17:34:28.0","","204740.629939929","394480.531919992","동물위탁관리업","동물위탁관리업","000","0",
"3166","동물위탁관리업","02_03_10_P","3910000","391000004820210047","20211217","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 팽성읍 신대리 ***-*","경기도 평택시 팽성읍 팽성남로 ***","17979","카페험프리즈","20220428180907","I","2022-07-02 17:34:28.0","","200506.472075372","383116.965435712","동물위탁관리업","동물위탁관리업","000","0",
"3167","동물위탁관리업","02_03_10_P","3910000","391000004820220004","20220117","","01","영업/정상","0000","정상","","","","","","0","","경기도 평택시 이충동 ***-*","경기도 평택시 정암로 **, *층 (이충동)","17779","온니캣(ONLY CAT)","20220428180907","I","2022-07-02 17:34:28.0","","204969.165111449","395042.163341958","동물위탁관리업","동물위탁관리업","000","0",
"3168","동물위탁관리업","02_03_10_P","3940000","394000004820180097","20180823","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 일산동구 정발산동 ****-*","경기도 고양시 일산동구 산두로***번길 **, *층 (정발산동)","10358","퍼피스프링","20220428180903","I","2022-07-02 17:34:28.0","","180457.485","463516.69","동물위탁관리업","동물위탁관리업","000","0",
"3169","동물위탁관리업","02_03_10_P","3940000","394000004820180101","20180906","","01","영업/정상","0000","정상","","","","","1666-7501","0","","경기도 고양시 덕양구 화정동 ***-*","경기도 고양시 덕양구 화신로***번길 * (화정동)","10500","탑케어동물의료원","20220428180903","I","2022-07-02 17:34:28.0","","185013.703419501","458778.522826862","동물위탁관리업","동물위탁관리업","000","0",
"3170","동물위탁관리업","02_03_10_P","3940000","394000004820180107","20180907","","01","영업/정상","0000","정상","","","","","031-965-0079","0","","경기도 고양시 덕양구 고양동 ***","경기도 고양시 덕양구 혜음로 **, ***, ***호 (고양동)","10274","고양 우리아이 동물병원","20220428180903","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"3171","동물위탁관리업","02_03_10_P","3940000","394000004820180117","20180913","","01","영업/정상","0000","정상","","","","","031-913-0182","0","","경기도 고양시 일산서구 탄현동 **** 탄현마을*단지","경기도 고양시 일산서구 현중로 **, 탄현마을*단지 상가동 지하*층 *, **호 (탄현동)","10243","마리동물병원","20220428180903","I","2022-07-02 17:34:28.0","","179394.550073108","465705.701321462","동물위탁관리업","동물위탁관리업","000","0",
"3172","동물위탁관리업","02_03_10_P","3940000","394000004820180122","20180919","","01","영업/정상","0000","정상","","","","","031-970-0218","0","","경기도 고양시 덕양구 토당동 ***-** 대광주택","경기도 고양시 덕양구 지도로***번길 *, *층 ***호 (토당동, 대광주택)","10508","펫스토리","20220428180903","I","2022-07-02 17:34:28.0","","184354.934129318","458217.31690089","동물위탁관리업","동물위탁관리업","000","0",
"3173","동물위탁관리업","02_03_10_P","3940000","394000004820180126","20180919","","01","영업/정상","0000","정상","","","","","031-915-1515","0","","경기도 고양시 일산동구 장항동 ***-* 양우로데오시티플러스","경기도 고양시 일산동구 무궁화로 *-**, 양우로데오시티플러스 *층 ***호 (장항동)","10364","임옥빈 그루밍","20220428180903","I","2022-07-02 17:34:28.0","","179123.41399418","462368.343734442","동물위탁관리업","동물위탁관리업","000","0",
"3174","동물위탁관리업","02_03_10_P","3940000","394000004820180134","20180927","","01","영업/정상","0000","정상","","","","","031-911-0229","0","","경기도 고양시 일산동구 정발산동 ****-*","경기도 고양시 일산동구 대산로 **, *층 (정발산동)","10359","Paw&Me(포앤미)","20220428180904","I","2022-07-02 17:34:28.0","","180052.063027669","463086.972541602","동물위탁관리업","동물위탁관리업","000","0",
"3175","동물위탁관리업","02_03_10_P","3940000","394000004820180137","20180927","","01","영업/정상","0000","정상","","","","","031-902-3375","0","","경기도 고양시 일산동구 마두동 *** 강촌마을*단지아파트","경기도 고양시 일산동구 강석로 ***, 강촌마을*단지아파트 *층 ***호 (마두동, 강촌마을*단지아파트)","10415","가람애견전문미용실","20220428180904","I","2022-07-02 17:34:28.0","","180429.594918348","461366.247981232","동물위탁관리업","동물위탁관리업","000","0",
"3176","동물위탁관리업","02_03_10_P","3940000","394000004820180143","20181002","","01","영업/정상","0000","정상","","","","","02-381-0507","0","","경기도 고양시 덕양구 신원동 ***-*","경기도 고양시 덕양구 신원로*길 **, *층 (신원동)","10570","신원동물메디컬센터","20220428180904","I","2022-07-02 17:34:28.0","","190057.405","462180.26","동물위탁관리업","동물위탁관리업","000","0",
"3177","동물위탁관리업","02_03_10_P","3940000","394000004820180145","20181004","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 일산서구 주엽동 *** 대우시티프라자","경기도 고양시 일산서구 중앙로 ****, 대우시티프라자 ***호 (주엽동)","10387","엘리트애견훈련원","20220428180904","I","2022-07-02 17:34:28.0","","178629.075550804","463196.23551799","동물위탁관리업","동물위탁관리업","000","0",
"3178","동물위탁관리업","02_03_10_P","3940000","394000004820180146","20181005","","01","영업/정상","0000","정상","","","","","031-924-5450","0","","경기도 고양시 일산서구 덕이동 ***-** 양우로데오메인타운","경기도 고양시 일산서구 탄중로 ***, 양우로데오메인타운 *-A동 ***호 (덕이동)","10233","쁘띠펫살롱","20220428180904","I","2022-07-02 17:34:28.0","","178527.763301119","465638.309280145","동물위탁관리업","동물위탁관리업","000","0",
"3179","동물위탁관리업","02_03_10_P","3990000","399000004820190030","20190904","","01","영업/정상","0000","정상","","","","","031-591-3354","0","","경기도 남양주시 호평동 ***-* ***호","경기도 남양주시 천마산로 **, ***호 (호평동)","12141","몽스파","20220428180924","I","2022-07-02 17:34:28.0","","221685.251153753","462506.67343248","동물위탁관리업","동물위탁관리업","000","0",
"3180","동물위탁관리업","02_03_10_P","3990000","399000004820190041","20190927","","01","영업/정상","0000","정상","","","","","070-8754-5757","0","","경기도 남양주시 다산동 ****-* 다산진건지구 F*-**-* ***호","경기도 남양주시 다산순환로 ***-**, 다산진건지구 F*-**-* ***호 (다산동)","12285","카페 니블","20220428180925","I","2022-07-02 17:34:28.0","","214040.354004811","457612.290867312","동물위탁관리업","동물위탁관리업","000","0",
"3181","동물위탁관리업","02_03_10_P","3990000","399000004820190045","20191018","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 수동면 송천리 ***-*","경기도 남양주시 수동면 비룡로***번길 *","12034","스터디독스쿨","20220428180926","I","2022-07-02 17:34:28.0","","228605.647294516","465550.994389284","동물위탁관리업","동물위탁관리업","000","0",
"3182","동물위탁관리업","02_03_10_P","3990000","399000004820190047","20191030","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 별내동 ***-* ***호","경기도 남양주시 두물로**번길 **, ***호 (별내동)","12105","루이네 미장원","20220428180926","I","2022-07-02 17:34:28.0","","211284.955423818","461867.576882151","동물위탁관리업","동물위탁관리업","000","0",
"3183","동물위탁관리업","02_03_10_P","3990000","399000004820190048","20191030","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 별내동 ***-* ***호","경기도 남양주시 두물로**번길 **, ***호 (별내동)","12105","베이지 앤 브라운","20220428180926","I","2022-07-02 17:34:28.0","","211284.955423818","461867.576882151","동물위탁관리업","동물위탁관리업","000","0",
"3184","동물위탁관리업","02_03_10_P","3990000","399000004820200001","20200115","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 다산동 ****-* 맥스타워 ***호","경기도 남양주시 다산중앙로***번길 **-**, 맥스타워 ***호 (다산동)","12248","쌀강아지","20220428180926","I","2022-07-02 17:34:28.0","","213352.253868292","458039.459077271","동물위탁관리업","동물위탁관리업","000","0",
"3185","동물위탁관리업","02_03_10_P","3990000","399000004820200002","20200121","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 와부읍 도곡리 ***-*","경기도 남양주시 와부읍 석실로 **-**, *층","12269","하리네쉼터","20220428180926","I","2022-07-02 17:34:28.0","","220171.795759155","452789.306545481","동물위탁관리업","동물위탁관리업","000","0",
"3186","동물위탁관리업","02_03_10_P","3990000","399000004820200003","20200122","","01","영업/정상","0000","정상","","","","","031-594-3666","0","","경기도 남양주시 화도읍 묵현리 ***-* 모던빌","경기도 남양주시 화도읍 먹갓로 **, 모던빌 ***호","12169","꼬마펫","20220428180926","I","2022-07-02 17:34:28.0","","224111.939528866","461794.860708843","동물위탁관리업","동물위탁관리업","000","0",
"3187","동물위탁관리업","02_03_10_P","3990000","399000004820200014","20200305","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 화도읍 마석우리 ***-*","경기도 남양주시 화도읍 비룡로**번안길 *, *층","12177","이쁘개 이쁘개","20220428180927","I","2022-07-02 17:34:28.0","","226398.387267647","461402.706544683","동물위탁관리업","동물위탁관리업","000","0",
"3188","동물위탁관리업","02_03_10_P","3990000","399000004820200022","20200416","","01","영업/정상","0000","정상","","","","","02-3492-7419","0","","경기도 남양주시 별내동 ****-* ***호","경기도 남양주시 별내*로**번길 *-**, *층 ***호 (별내동)","12102","꽃보다개청춘","20220428180927","I","2022-07-02 17:34:28.0","","210043.934882273","461027.097178423","동물위탁관리업","동물위탁관리업","000","0",
"3189","동물위탁관리업","02_03_10_P","3990000","399000004820200024","20200420","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 진접읍 금곡리 ***-* 유성명가한우","경기도 남양주시 진접읍 경복대로바람골길 *","12063","퍼피빈","20220428180927","I","2022-07-02 17:34:28.0","","218423.740741847","468004.062413986","동물위탁관리업","동물위탁관리업","000","0",
"3190","동물위탁관리업","02_03_10_P","3990000","399000004820200029","20200512","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 별내동 ***-*","경기도 남양주시 불암로**번길 * (별내동)","12100","파파퍼피 DOG하우스","20220428180928","I","2022-07-02 17:34:28.0","","209574.369244784","460683.706391163","동물위탁관리업","동물위탁관리업","000","0",
"3191","동물위탁관리업","02_03_10_P","3990000","399000004820200031","20200529","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 다산동 ***-*","경기도 남양주시 가운로*길 **, *층 (다산동)","12267","멍브라더 애견카페","20221013131728","U","2022-10-15 02:40:00.0","","213834.239298843","455295.648024491","동물위탁관리업","동물위탁관리업","000","0",
"3192","동물위탁관리업","02_03_10_P","3990000","399000004820200045","20200812","","01","영업/정상","0000","정상","","","","","031-528-2737","0","","경기도 남양주시 진접읍 팔야리 ***-**","경기도 남양주시 진접읍 광릉내로**번길 *","12019","광릉내 애견","20220428180929","I","2022-07-02 17:34:28.0","","217931.29238574","471402.210779124","동물위탁관리업","동물위탁관리업","000","0",
"3193","동물위탁관리업","02_03_10_P","3990000","399000004820200047","20200819","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 별내동 ***-* ***호","경기도 남양주시 덕송*로*번길 *-**, ***호 (별내동)","12097","플레이독 남양주점","20220428180929","I","2022-07-02 17:34:28.0","","210052.613728907","462530.35065662","동물위탁관리업","동물위탁관리업","000","0",
"3194","동물위탁관리업","02_03_10_P","4070000","407000004820190017","20190501","","01","영업/정상","0000","정상","","","","","031-645-0087","0","","경기도 이천시 마장면 각평리 *** 덕평휴게소 **동","경기도 이천시 마장면 덕이로***번길 ***-**, 덕평휴게소 **동","17384","코코하우스(KoKo House)","20220428180921","I","2022-07-02 17:34:28.0","","234437.684974273","415480.167126828","동물위탁관리업","동물위탁관리업","L00","0",
"3195","동물위탁관리업","02_03_10_P","4070000","407000004820190019","20190520","","01","영업/정상","0000","정상","","","","","031-634-1119","0","","경기도 이천시 중리동 ***-*","경기도 이천시 경충대로****번길 ** (중리동)","17377","냥냥펀치","20220428180921","I","2022-07-02 17:34:28.0","","239483.78493759","419497.314829628","동물위탁관리업","동물위탁관리업","000","0",
"3196","동물위탁관리업","02_03_10_P","4070000","407000004820190023","20190801","","01","영업/정상","0000","정상","","","","","0316745942","0","","경기도 이천시 마장면 양촌리 ***-*","경기도 이천시 마장면 중부대로****번길 ***","17388","㈜티펙스","20220428180921","I","2022-07-02 17:34:28.0","","229876.529826298","416593.617566085","동물위탁관리업","동물위탁관리업","L00","0",
"3197","동물위탁관리업","02_03_10_P","4070000","407000004820200002","20200123","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 증포동 ***-* ***호","경기도 이천시 갈산로**번길 **-*, ***호 (증포동)","17348","잔다냥 이천점","20220428180921","I","2022-07-02 17:34:28.0","","240487.385359804","420960.143647484","동물위탁관리업","동물위탁관리업","000","0",
"3198","동물위탁관리업","02_03_10_P","4070000","407000004820200003","20200303","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 안흥동 ***-*","경기도 이천시 영창로 ***-* (안흥동)","17362","루시몽","20220819091711","U","2022-08-21 02:40:00.0","","240255.764919174","420008.814253786","동물위탁관리업","동물위탁관리업","000","0",
"3199","동물위탁관리업","02_03_10_P","4070000","407000004820200006","20200306","","01","영업/정상","0000","정상","","","","","031-634-0338","0","","경기도 이천시 부발읍 신하리 ***-*","경기도 이천시 부발읍 경충대로 ****, *층","17331","펫플러스라이프","20220922104543","U","2022-09-24 02:40:00.0","","242920.860883211","417359.299005841","동물위탁관리업","동물위탁관리업","000","0",
"3200","동물위탁관리업","02_03_10_P","4070000","407000004820200009","20200313","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 장호원읍 장호원리 ***-*","경기도 이천시 장호원읍 샘재로 *","17419","댕댕이 운동장","20220428180922","I","2022-07-02 17:34:28.0","","254660.876479981","402736.714056118","동물위탁관리업","동물위탁관리업","000","0",
"3201","동물위탁관리업","02_03_10_P","4070000","407000004820200014","20200519","","01","영업/정상","0000","정상","","","","","031-631-5874","0","","경기도 이천시 송정동 ***-**","경기도 이천시 증신로 ***, *동 지층 *호 (송정동)","17344","살롱드 댕댕","20220428180922","I","2022-07-02 17:34:28.0","","238993.473141913","421554.791053897","동물위탁관리업","동물위탁관리업","000","0",
"3202","동물위탁관리업","02_03_10_P","4070000","407000004820200019","20200528","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 증포동 **-**","경기도 이천시 증포로 **(증포동)","17348","플러피독 플레이존","20221114130906","U","2022-11-16 02:40:00.0","","240645.478950931","421281.341832451","동물위탁관리업","동물위탁관리업","000","0",
"3203","동물위탁관리업","02_03_10_P","4070000","407000004820200026","20201109","","01","영업/정상","0000","정상","","","","","0316375666","0","","경기도 이천시 창전동 ***-* 이천IS타워빌딩 ***호","경기도 이천시 이섭대천로 ****, 이천IS타워빌딩 ***호 (창전동)","17369","멍블리","20220428180922","I","2022-07-02 17:34:28.0","","239534.972298879","419881.625080739","동물위탁관리업","동물위탁관리업","000","0",
"3204","동물위탁관리업","02_03_10_P","4070000","407000004820210007","20210511","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 창전동 ***-**","경기도 이천시 향교로 **-*, *층 (창전동)","17356","뭉구르밍","20220428180923","I","2022-07-02 17:34:28.0","","239490","420380.26","동물위탁관리업","동물위탁관리업","000","0",
"3205","동물위탁관리업","02_03_10_P","4070000","407000004820210011","20210518","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 증포동 ***-*","경기도 이천시 증신로***번길 ** (증포동)","17353","꽃담 멍발소","20220428180923","I","2022-07-02 17:34:28.0","","239952.886587566","420785.442234571","동물위탁관리업","동물위탁관리업","000","0",
"3206","동물위탁관리업","02_03_10_P","4070000","407000004820210012","20210523","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 갈산동 ***-*","경기도 이천시 증신로 ** (갈산동)","17359","오키독키","20220819092049","U","2022-08-21 02:40:00.0","","240540.422185614","420304.237548037","동물위탁관리업","동물위탁관리업","000","0",
"3207","동물위탁관리업","02_03_10_P","4070000","407000004820210016","20221026","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 중리동 ***-*","경기도 이천시 어재연로 *(중리동)","17374","내가 누구개?","20221028185209","U","2022-10-30 02:40:00.0","","239163.59032391","419638.316553386","동물위탁관리업","동물위탁관리업","000","0",
